capture_industry,cluster_active,financial_ann_date,financial_bad,financial_missing,is_st,membership_present,period,planned_entry_date,reasons,signal_date,signal_industry,ts_code
801103.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-10-14,"[""financial_bad""]",2020-10-13,801103.SI,300168.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2020-10-14,"[""st"",""financial_bad""]",2020-10-13,801736.SI,600416.SH
801151.SI,True,2020-04-30,True,False,False,True,2015-2021,2020-10-15,"[""financial_bad""]",2020-10-14,801151.SI,000566.SZ
801103.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-10-15,"[""financial_bad""]",2020-10-14,801103.SI,300168.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2020-10-15,"[""st"",""financial_bad""]",2020-10-14,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-10-15,"[""st""]",2020-10-14,801125.SI,600702.SH
801103.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-10-16,"[""financial_bad""]",2020-10-15,801103.SI,300168.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2020-10-16,"[""st"",""financial_bad""]",2020-10-15,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-10-16,"[""st""]",2020-10-15,801125.SI,600702.SH
801103.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-10-19,"[""financial_bad""]",2020-10-16,801103.SI,300168.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2020-10-19,"[""st"",""financial_bad""]",2020-10-16,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-10-19,"[""st""]",2020-10-16,801125.SI,600702.SH
801103.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-10-20,"[""financial_bad""]",2020-10-19,801103.SI,300168.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2020-10-20,"[""st"",""financial_bad""]",2020-10-19,801736.SI,600416.SH
801103.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-10-21,"[""financial_bad""]",2020-10-20,801103.SI,300168.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2020-10-21,"[""st"",""financial_bad""]",2020-10-20,801736.SI,600416.SH
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-10-22,"[""financial_bad""]",2020-10-21,801764.SI,300299.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-10-23,"[""financial_bad""]",2020-10-22,801764.SI,300299.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-10-26,"[""financial_bad""]",2020-10-23,801764.SI,300299.SZ
801054.SI,False,2020-03-27,True,False,False,True,2015-2021,2020-10-27,"[""financial_bad""]",2020-10-26,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-10-27,"[""financial_bad""]",2020-10-26,801764.SI,300299.SZ
801054.SI,False,2020-03-27,True,False,False,True,2015-2021,2020-10-28,"[""financial_bad""]",2020-10-27,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-10-28,"[""financial_bad""]",2020-10-27,801764.SI,300299.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2020-10-28,"[""st"",""financial_bad""]",2020-10-27,801736.SI,600416.SH
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-10-30,"[""financial_bad""]",2020-10-29,801764.SI,300299.SZ
801054.SI,False,2020-03-27,True,False,False,True,2015-2021,2020-11-09,"[""financial_bad""]",2020-11-06,801054.SI,002428.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-10,"[""financial_bad""]",2020-11-09,801054.SI,002428.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-11,"[""financial_bad""]",2020-11-10,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-11,"[""financial_bad""]",2020-11-10,801764.SI,300299.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-12,"[""financial_bad""]",2020-11-11,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-11-12,"[""financial_bad""]",2020-11-11,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-12,"[""financial_bad""]",2020-11-11,801764.SI,300299.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-13,"[""financial_bad""]",2020-11-12,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-13,"[""financial_bad""]",2020-11-12,801764.SI,300299.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-16,"[""financial_bad""]",2020-11-13,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-11-16,"[""financial_bad""]",2020-11-13,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-16,"[""financial_bad""]",2020-11-13,801764.SI,300299.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-17,"[""financial_bad""]",2020-11-16,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-17,"[""financial_bad""]",2020-11-16,801764.SI,300299.SZ
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2020-11-18,"[""financial_bad""]",2020-11-17,801056.SI,002240.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-18,"[""financial_bad""]",2020-11-17,801054.SI,002428.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2020-11-18,"[""st""]",2020-11-17,801129.SI,002650.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-11-18,"[""financial_bad""]",2020-11-17,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-18,"[""financial_bad""]",2020-11-17,801764.SI,300299.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-19,"[""financial_bad""]",2020-11-18,801054.SI,002428.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2020-11-19,"[""st""]",2020-11-18,801129.SI,002650.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-11-19,"[""financial_bad""]",2020-11-18,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-19,"[""financial_bad""]",2020-11-18,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-11-19,"[""financial_bad""]",2020-11-18,801082.SI,600110.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-20,"[""financial_bad""]",2020-11-19,801054.SI,002428.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2020-11-20,"[""st""]",2020-11-19,801129.SI,002650.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-20,"[""financial_bad""]",2020-11-19,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-11-20,"[""financial_bad""]",2020-11-19,801082.SI,600110.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-23,"[""financial_bad""]",2020-11-20,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-23,"[""financial_bad""]",2020-11-20,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-11-23,"[""financial_bad""]",2020-11-20,801082.SI,600110.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-24,"[""financial_bad""]",2020-11-23,801054.SI,002428.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2020-11-24,"[""st""]",2020-11-23,801129.SI,002650.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-24,"[""financial_bad""]",2020-11-23,801764.SI,300299.SZ
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2020-11-25,"[""financial_bad""]",2020-11-24,801056.SI,002240.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-25,"[""financial_bad""]",2020-11-24,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-11-25,"[""financial_bad""]",2020-11-24,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-25,"[""financial_bad""]",2020-11-24,801764.SI,300299.SZ
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2020-11-26,"[""financial_bad""]",2020-11-25,801056.SI,002240.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-26,"[""financial_bad""]",2020-11-25,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-11-26,"[""financial_bad""]",2020-11-25,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-26,"[""financial_bad""]",2020-11-25,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-11-26,"[""financial_bad""]",2020-11-25,801082.SI,600110.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-11-26,"[""st""]",2020-11-25,801125.SI,600702.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-27,"[""financial_bad""]",2020-11-26,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-27,"[""financial_bad""]",2020-11-26,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-11-27,"[""financial_bad""]",2020-11-26,801082.SI,600110.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-11-27,"[""st""]",2020-11-26,801125.SI,600702.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-11-30,"[""financial_bad""]",2020-11-27,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-11-30,"[""financial_bad""]",2020-11-27,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-11-30,"[""financial_bad""]",2020-11-27,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-11-30,"[""financial_bad""]",2020-11-27,801082.SI,600110.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-11-30,"[""st""]",2020-11-27,801125.SI,600702.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-01,"[""financial_bad""]",2020-11-30,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-12-01,"[""financial_bad""]",2020-11-30,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-01,"[""financial_bad""]",2020-11-30,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-01,"[""financial_bad""]",2020-11-30,801082.SI,600110.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-12-01,"[""st""]",2020-11-30,801125.SI,600702.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-02,"[""financial_bad""]",2020-12-01,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-12-02,"[""financial_bad""]",2020-12-01,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-02,"[""financial_bad""]",2020-12-01,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-02,"[""financial_bad""]",2020-12-01,801082.SI,600110.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-03,"[""financial_bad""]",2020-12-02,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-12-03,"[""financial_bad""]",2020-12-02,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-03,"[""financial_bad""]",2020-12-02,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-03,"[""financial_bad""]",2020-12-02,801082.SI,600110.SH
801125.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-03,"[""financial_bad""]",2020-12-02,801125.SI,600199.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-04,"[""financial_bad""]",2020-12-03,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-12-04,"[""financial_bad""]",2020-12-03,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-04,"[""financial_bad""]",2020-12-03,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-04,"[""financial_bad""]",2020-12-03,801082.SI,600110.SH
801125.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-04,"[""financial_bad""]",2020-12-03,801125.SI,600199.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-07,"[""financial_bad""]",2020-12-04,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-12-07,"[""financial_bad""]",2020-12-04,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-07,"[""financial_bad""]",2020-12-04,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-07,"[""financial_bad""]",2020-12-04,801082.SI,600110.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-12-07,"[""st""]",2020-12-04,801125.SI,600702.SH
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-08,"[""financial_bad""]",2020-12-07,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-08,"[""financial_bad""]",2020-12-07,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-08,"[""financial_bad""]",2020-12-07,801082.SI,600110.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2020-12-08,"[""st""]",2020-12-07,801125.SI,600702.SH
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2020-12-09,"[""financial_bad""]",2020-12-08,801056.SI,002240.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-09,"[""financial_bad""]",2020-12-08,801054.SI,002428.SZ
801081.SI,True,2020-04-20,True,False,False,True,2015-2021,2020-12-09,"[""financial_bad""]",2020-12-08,801081.SI,300046.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-09,"[""financial_bad""]",2020-12-08,801764.SI,300299.SZ
801082.SI,True,2020-04-29,True,False,False,True,2015-2021,2020-12-09,"[""financial_bad""]",2020-12-08,801082.SI,600110.SH
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2020-12-10,"[""financial_bad""]",2020-12-09,801056.SI,002240.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-10,"[""financial_bad""]",2020-12-09,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-10,"[""financial_bad""]",2020-12-09,801764.SI,300299.SZ
801151.SI,True,2020-04-30,True,False,False,True,2015-2021,2020-12-11,"[""financial_bad""]",2020-12-10,801151.SI,000566.SZ
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2020-12-11,"[""financial_bad""]",2020-12-10,801056.SI,002240.SZ
801054.SI,True,2020-03-27,True,False,False,True,2015-2021,2020-12-11,"[""financial_bad""]",2020-12-10,801054.SI,002428.SZ
801764.SI,False,2020-04-29,True,False,False,True,2015-2021,2020-12-11,"[""financial_bad""]",2020-12-10,801764.SI,300299.SZ
801034.SI,True,2020-04-24,True,False,False,True,2015-2021,2021-01-06,"[""financial_bad""]",2021-01-05,801034.SI,002407.SZ
801056.SI,True,2020-04-29,True,False,False,True,2015-2021,2021-01-06,"[""financial_bad""]",2021-01-05,801056.SI,002466.SZ
801016.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-01-07,"[""financial_bad""]",2021-01-06,801016.SI,000998.SZ
801034.SI,True,2020-04-24,True,False,False,True,2015-2021,2021-01-07,"[""financial_bad""]",2021-01-06,801034.SI,002407.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-01-07,"[""st"",""financial_bad""]",2021-01-06,801736.SI,600416.SH
801129.SI,True,2020-04-24,False,False,True,True,2015-2021,2021-01-22,"[""st""]",2021-01-21,801129.SI,002650.SZ
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-01-22,"[""st""]",2021-01-21,801125.SI,600702.SH
801129.SI,True,2020-04-24,False,False,True,True,2015-2021,2021-01-25,"[""st""]",2021-01-22,801129.SI,002650.SZ
801129.SI,True,2020-04-24,False,False,True,True,2015-2021,2021-01-26,"[""st""]",2021-01-25,801129.SI,002650.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-02-23,"[""st""]",2021-02-22,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-02-23,"[""st"",""financial_bad""]",2021-02-22,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-02-23,"[""st""]",2021-02-22,801125.SI,600702.SH
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-02-24,"[""st""]",2021-02-23,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-02-24,"[""st"",""financial_bad""]",2021-02-23,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-02-24,"[""st""]",2021-02-23,801125.SI,600702.SH
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-02-25,"[""st""]",2021-02-24,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-02-25,"[""st"",""financial_bad""]",2021-02-24,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-02-25,"[""st""]",2021-02-24,801125.SI,600702.SH
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-02-26,"[""st""]",2021-02-25,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-02-26,"[""st"",""financial_bad""]",2021-02-25,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-02-26,"[""st""]",2021-02-25,801125.SI,600702.SH
801034.SI,True,2020-04-24,True,False,False,True,2015-2021,2021-03-01,"[""financial_bad""]",2021-02-26,801034.SI,002407.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-01,"[""st""]",2021-02-26,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-03-01,"[""st"",""financial_bad""]",2021-02-26,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-01,"[""st""]",2021-02-26,801125.SI,600702.SH
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-02,"[""st""]",2021-03-01,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-03-02,"[""st"",""financial_bad""]",2021-03-01,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-02,"[""st""]",2021-03-01,801125.SI,600702.SH
801056.SI,True,2020-04-29,True,False,False,True,2015-2021,2021-03-03,"[""financial_bad""]",2021-03-02,801056.SI,002466.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-03,"[""st""]",2021-03-02,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-03-03,"[""st"",""financial_bad""]",2021-03-02,801736.SI,600416.SH
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-04,"[""st""]",2021-03-03,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-03-04,"[""st"",""financial_bad""]",2021-03-03,801736.SI,600416.SH
801056.SI,True,2020-04-29,True,False,False,True,2015-2021,2021-03-05,"[""financial_bad""]",2021-03-04,801056.SI,002466.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-05,"[""st""]",2021-03-04,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-03-05,"[""st"",""financial_bad""]",2021-03-04,801736.SI,600416.SH
801056.SI,True,2020-04-29,True,False,False,True,2015-2021,2021-03-08,"[""financial_bad""]",2021-03-05,801056.SI,002466.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-08,"[""st""]",2021-03-05,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-03-08,"[""st"",""financial_bad""]",2021-03-05,801736.SI,600416.SH
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2021-03-09,"[""financial_bad""]",2021-03-08,801056.SI,002240.SZ
801056.SI,True,2020-04-29,True,False,False,True,2015-2021,2021-03-09,"[""financial_bad""]",2021-03-08,801056.SI,002466.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-09,"[""st""]",2021-03-08,801129.SI,002650.SZ
801736.SI,True,2020-03-31,True,False,True,True,2015-2021,2021-03-09,"[""st"",""financial_bad""]",2021-03-08,801736.SI,600416.SH
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2021-03-10,"[""financial_bad""]",2021-03-09,801056.SI,002240.SZ
801056.SI,True,2020-04-29,True,False,False,True,2015-2021,2021-03-10,"[""financial_bad""]",2021-03-09,801056.SI,002466.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-10,"[""st""]",2021-03-09,801129.SI,002650.SZ
801056.SI,True,2020-05-30,True,False,False,True,2015-2021,2021-03-11,"[""financial_bad""]",2021-03-10,801056.SI,002240.SZ
801056.SI,True,2020-04-29,True,False,False,True,2015-2021,2021-03-11,"[""financial_bad""]",2021-03-10,801056.SI,002466.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-11,"[""st""]",2021-03-10,801129.SI,002650.SZ
801153.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-03-18,"[""financial_bad""]",2021-03-17,801153.SI,002030.SZ
801056.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-18,"[""financial_bad""]",2021-03-17,801056.SI,002466.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-18,"[""st""]",2021-03-17,801129.SI,002650.SZ
801153.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-03-19,"[""financial_bad""]",2021-03-18,801153.SI,002030.SZ
801056.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-19,"[""financial_bad""]",2021-03-18,801056.SI,002466.SZ
801736.SI,False,2021-03-17,False,False,True,True,2015-2021,2021-03-19,"[""st""]",2021-03-18,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-19,"[""st""]",2021-03-18,801125.SI,600702.SH
801153.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-03-22,"[""financial_bad""]",2021-03-19,801153.SI,002030.SZ
801056.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-22,"[""financial_bad""]",2021-03-19,801056.SI,002466.SZ
801736.SI,False,2021-03-17,False,False,True,True,2015-2021,2021-03-22,"[""st""]",2021-03-19,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-22,"[""st""]",2021-03-19,801125.SI,600702.SH
801153.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-03-23,"[""financial_bad""]",2021-03-22,801153.SI,002030.SZ
801056.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-23,"[""financial_bad""]",2021-03-22,801056.SI,002466.SZ
801736.SI,False,2021-03-17,False,False,True,True,2015-2021,2021-03-23,"[""st""]",2021-03-22,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-23,"[""st""]",2021-03-22,801125.SI,600702.SH
801153.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-03-24,"[""financial_bad""]",2021-03-23,801153.SI,002030.SZ
801056.SI,False,2020-05-30,True,False,False,True,2015-2021,2021-03-24,"[""financial_bad""]",2021-03-23,801056.SI,002240.SZ
801034.SI,True,2020-04-24,True,False,False,True,2015-2021,2021-03-24,"[""financial_bad""]",2021-03-23,801034.SI,002407.SZ
801056.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-24,"[""financial_bad""]",2021-03-23,801056.SI,002466.SZ
801082.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-24,"[""financial_bad""]",2021-03-23,801082.SI,600110.SH
801736.SI,False,2021-03-17,False,False,True,True,2015-2021,2021-03-24,"[""st""]",2021-03-23,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-24,"[""st""]",2021-03-23,801125.SI,600702.SH
801153.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-03-25,"[""financial_bad""]",2021-03-24,801153.SI,002030.SZ
801056.SI,False,2020-05-30,True,False,False,True,2015-2021,2021-03-25,"[""financial_bad""]",2021-03-24,801056.SI,002240.SZ
801034.SI,True,2020-04-24,True,False,False,True,2015-2021,2021-03-25,"[""financial_bad""]",2021-03-24,801034.SI,002407.SZ
801082.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-25,"[""financial_bad""]",2021-03-24,801082.SI,600110.SH
801736.SI,False,2021-03-17,False,False,True,True,2015-2021,2021-03-25,"[""st""]",2021-03-24,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-25,"[""st""]",2021-03-24,801125.SI,600702.SH
801153.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-03-26,"[""financial_bad""]",2021-03-25,801153.SI,002030.SZ
801056.SI,False,2020-05-30,True,False,False,True,2015-2021,2021-03-26,"[""financial_bad""]",2021-03-25,801056.SI,002240.SZ
801034.SI,True,2020-04-24,True,False,False,True,2015-2021,2021-03-26,"[""financial_bad""]",2021-03-25,801034.SI,002407.SZ
801082.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-26,"[""financial_bad""]",2021-03-25,801082.SI,600110.SH
801736.SI,False,2021-03-17,False,False,True,True,2015-2021,2021-03-26,"[""st""]",2021-03-25,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-26,"[""st""]",2021-03-25,801125.SI,600702.SH
801153.SI,True,2020-04-30,True,False,False,True,2015-2021,2021-03-29,"[""financial_bad""]",2021-03-26,801153.SI,002030.SZ
801034.SI,True,2020-04-24,True,False,False,True,2015-2021,2021-03-29,"[""financial_bad""]",2021-03-26,801034.SI,002407.SZ
801056.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-29,"[""financial_bad""]",2021-03-26,801056.SI,002466.SZ
801129.SI,False,2020-04-24,False,False,True,True,2015-2021,2021-03-29,"[""st""]",2021-03-26,801129.SI,002650.SZ
801082.SI,False,2020-04-29,True,False,False,True,2015-2021,2021-03-29,"[""financial_bad""]",2021-03-26,801082.SI,600110.SH
801736.SI,False,2021-03-17,False,False,True,True,2015-2021,2021-03-29,"[""st""]",2021-03-26,801736.SI,600416.SH
801125.SI,True,2020-04-25,False,False,True,True,2015-2021,2021-03-29,"[""st""]",2021-03-26,801125.SI,600702.SH
801056.SI,False,2020-05-30,True,False,False,True,2015-2021,2021-03-30,"[""financial_bad""]",2021-03-29,801056.SI,002240.SZ
801034.SI,True,2020-04-24,True,False,False,True,2015-2021,2021-03-30,"[""financial_bad""]",2021-03-29,801034.SI,002407.SZ
